time,open,high,low,close,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,HV
1669978800,1.3437,1.3449,1.34364,1.34395,4627,5070.05,50.44432851976465,48.90347274994281,NaN,NaN,1.2941964182464187
1669982400,1.34395,1.34436,1.34224,1.34276,5512,4866.3,44.066444957539375,48.7558143170629,NaN,NaN,1.348726049824339
1669986000,1.34276,1.35212,1.34242,1.34794,16679,5272.8,64.88120259139579,49.92129030147729,NaN,NaN,2.0428685427299187
1669989600,1.34794,1.34896,1.34471,1.3461,14897,5660.05,56.79602402577139,50.247912609123425,NaN,NaN,1.9574916499586281
1669993200,1.3461,1.34862,1.34563,1.34776,12889,5989.8,61.46192666298137,50.94049652478623,NaN,NaN,1.9208763535913855
1669996800,1.34776,1.3485,1.34428,1.34495,9481,6166.4,51.35191774741136,50.88940014997869,NaN,NaN,2.1383919075113034
1670000400,1.34495,1.34744,1.3447,1.34742,8137,6439.55,57.90637862476394,51.54105403886246,NaN,NaN,2.25777391802317
1670004000,1.34742,1.3484,1.34674,1.34815,6277,6724.45,59.63724156713305,52.374524282323584,NaN,NaN,2.261343787194941
1670007600,1.34815,1.34948,1.34604,1.34624,5538,6888.8,53.444990148325545,52.687187726121884,NaN,NaN,2.353206716323064
1670011200,1.34624,1.34712,1.34543,1.34652,6308,7037.15,54.19582674062585,53.27738213745781,NaN,NaN,2.335254444143342
1670014800,1.34652,1.34727,1.34624,1.34726,3347,6977.9,56.206081879085694,53.98186911888699,NaN,NaN,2.3424805318608386
1670191200,1.34726,1.34726,1.3463,1.34642,96,6719.85,53.344113168819845,54.3135415822041,NaN,NaN,2.3618840129773604
1670194800,1.34642,1.34742,1.34465,1.34474,3333,6684.9,48.071959352259434,54.343781624986875,NaN,NaN,2.4104770281983923
1670198400,1.34474,1.34536,1.34394,1.34472,4413,6772.4,48.01112500496088,54.27282578505987,NaN,NaN,2.4092654147204278
1670202000,1.34472,1.34476,1.34072,1.34103,5323,6889.8,38.364637930030085,53.409990742935975,NaN,NaN,2.672505095848782
1670205600,1.34103,1.34179,1.33872,1.33912,4027,6892.9,34.500565949095886,52.72671367090429,NaN,NaN,2.7238164269934315
1670209200,1.33912,1.34064,1.33854,1.33956,3109,6735.65,36.09731692382514,50.670721837506385,NaN,NaN,2.7298860729145322
1670212800,1.33956,1.34048,1.33931,1.33998,2662,6473.2,37.65956770072126,49.3038321000028,NaN,NaN,2.7292239451778575
1670216400,1.33998,1.34067,1.33958,1.3405,3426,6281.8,39.62749736308605,47.744230007153135,NaN,NaN,2.737935527828332
1670220000,1.3405,1.34168,1.3405,1.34106,3611,6184.6,41.7597201587362,47.05907303653348,NaN,NaN,2.744340559025956
1670223600,1.34106,1.3428,1.34083,1.34228,6001,6253.3,46.21628933253191,46.224066658516904,NaN,NaN,2.7743784015512034
1670227200,1.34228,1.34476,1.34227,1.34289,7679,6361.65,48.34465927530781,45.417453637672246,NaN,NaN,2.757836159119538
1670230800,1.34289,1.34332,1.3418,1.34188,5925,5823.95,45.158194327637524,44.82553965048025,NaN,NaN,2.1950534616927246
1670234400,1.34188,1.34383,1.3414,1.34346,5645,5361.35,50.639233810422866,44.57149729832289,NaN,NaN,2.209196802263494
1670238000,1.34346,1.34394,1.34075,1.34096,4671,4950.45,43.27024141543025,43.64750869377607,NaN,NaN,2.2445933216150795
1670241600,1.34096,1.34244,1.33984,1.34035,5743,4763.55,41.6766100159037,42.814115611424924,NaN,NaN,2.0993706209200376
1670245200,1.34035,1.34262,1.33944,1.34236,8460,4779.7,48.41797516980771,42.838831026964094,NaN,NaN,2.0446752095402663
1670248800,1.34236,1.34691,1.34224,1.34685,8561,4893.9,59.640404207302836,43.66949382713137,NaN,NaN,2.5065607292981085
1670252400,1.34685,1.35227,1.34684,1.35175,13928,5313.4,67.85876893422281,45.776217470287996,NaN,NaN,2.859906421857693
1670256000,1.35175,1.35768,1.35146,1.35698,9144,5455.2,73.9549071526063,48.594384699110165,NaN,NaN,3.2401285464844176
1670259600,1.35698,1.35856,1.35658,1.35776,6975,5636.6,74.72485885742748,51.353494837224616,NaN,NaN,3.2403764680443516
1670263200,1.35776,1.35859,1.35684,1.35851,5622,5912.9,75.4755951241352,54.054639653182754,NaN,NaN,3.210215355181049
1670266800,1.35851,1.36021,1.35836,1.35935,6910,6091.75,76.32381460946273,56.67580517078108,NaN,NaN,3.1232034059772533
1670270400,1.35935,1.36053,1.3586,1.35993,6827,6212.45,76.91745954056162,59.187072269482904,NaN,NaN,3.1142787182594005
1670274000,1.35993,1.36008,1.35874,1.3588,3328,6112.7,73.07323707970603,61.10542567999534,NaN,NaN,2.8319484294265194
1670277600,1.3588,1.35926,1.35862,1.3589,463,5934.5,73.20088398461213,62.8808703020885,NaN,NaN,2.696216154751923
1670281200,1.3589,1.35941,1.35868,1.35884,2143,5886.2,72.97734661061722,64.86795260801561,NaN,NaN,2.710848629852009
1670284800,1.35884,1.35928,1.35778,1.35862,3348,5920.5,72.10784092759961,66.40142454495683,NaN,NaN,2.730836985959551
1670288400,1.35862,1.35901,1.35707,1.35818,5364,6017.4,70.30367262659443,68.33238391718284,NaN,NaN,2.7611600931943925
1670292000,1.35818,1.35898,1.35708,1.3586,4601,6066.9,71.04831826369299,70.43036307773922,NaN,NaN,2.763231441674709
1670295600,1.3586,1.35888,1.35734,1.35826,4706,6002.15,69.52838897563913,71.93824977815575,NaN,NaN,2.7854456415682542
1670299200,1.35826,1.3595,1.3581,1.35946,3387,5787.55,71.81978861323802,72.80820580715111,NaN,NaN,2.7873063690685047
