time,open,high,low,close,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,HV
1677506400,100.285,100.36,100.265,100.31099999999999,5612,3022.4,57.5297100680308,54.695824618494065,NaN,NaN,0.7799795241124023
1677507300,100.31099999999999,100.321,100.22399999999999,100.238,3949,3048.05,49.93075213618522,54.24310931165456,NaN,NaN,0.8297077829558792
1677508200,100.238,100.246,100.139,100.161,5312,3165.35,43.416439359383794,53.18847394978985,NaN,NaN,0.8808690418392225
1677509100,100.161,100.181,100.11,100.14,4346,3231.7,41.8141639432511,52.25274955062512,NaN,NaN,0.8823499603199982
1677510000,100.14,100.321,100.107,100.313,5544,3385.15,56.165952603424664,52.82717783759898,NaN,NaN,1.1215339861138198
1677510900,100.313,100.48899999999999,100.3,100.448,5786,3561,63.691949444986165,53.819793002535235,NaN,NaN,1.2421206531325084
1677511800,100.448,100.515,100.395,100.434,6293,3761.35,62.49364474243691,55.025576321427636,NaN,NaN,1.2444868452932532
1677512700,100.434,100.444,100.297,100.31,6228,3978.05,52.985085916242106,55.3971595593534,NaN,NaN,1.3573916419989982
1677513600,100.31,100.39099999999999,100.295,100.35199999999999,3637,4035.45,55.45720073833938,55.39824065687962,NaN,NaN,1.3656040868621562
1677514500,100.35199999999999,100.41799999999999,100.327,100.335,3654,4107.1,54.214594527216015,55.08395542461169,NaN,NaN,1.3632781705915624
1677515400,100.335,100.344,100.28099999999999,100.292,3316,4166.05,51.09594731876472,54.03564804103877,NaN,NaN,1.3537876471682733
1677516300,100.292,100.33,100.286,100.314,2259,4185.15,52.59833676390555,53.598130073385775,NaN,NaN,1.3551302169430635
1677517200,100.314,100.354,100.3,100.326,2839,4215.45,53.43858401637017,53.57936593925873,NaN,NaN,1.3423326904594781
1677518100,100.326,100.356,100.29299999999999,100.354,2540,4249.75,55.42410753744861,53.58974779399897,NaN,NaN,1.3444248573213295
1677519000,100.354,100.39999999999999,100.348,100.362,1780,4240,56.001411108803,53.48058358262555,NaN,NaN,1.3191646699596071
1677519900,100.362,100.41,100.345,100.34599999999999,1651,4215.25,54.481671102117275,53.805649223049265,NaN,NaN,1.3164087497206032
1677520800,100.34599999999999,100.357,100.322,100.33399999999999,2100,4164.7,53.31311298982716,54.51255448236664,NaN,NaN,1.261382215191924
1677521700,100.33399999999999,100.365,100.31,100.319,1589,4062.65,51.81699175412398,55.227042183143276,NaN,NaN,1.2391434069671916
1677522600,100.319,100.366,100.30199999999999,100.30799999999999,1979,3799.65,50.69349685551052,54.83615248686369,NaN,NaN,1.2231464949522828
1677523500,100.30799999999999,100.347,100.27799999999999,100.339,2271,3634.25,53.737740716065446,54.12513757765506,NaN,NaN,1.2274009067531595
1677524400,100.339,100.351,100.289,100.306,1822,3444.75,50.18559141328194,53.24599091128685,NaN,NaN,1.2315102586754683
1677525300,100.306,100.369,100.291,100.36399999999999,2289,3361.75,55.72506479027512,53.44170368800349,NaN,NaN,1.210991890726289
1677526200,100.36399999999999,100.37599999999999,100.306,100.317,2278,3210.05,50.79565820574103,53.10873636424647,NaN,NaN,1.179435393288523
1677527100,100.317,100.32799999999999,100.289,100.321,2454,3115.45,51.19137768133824,52.89279230382663,NaN,NaN,1.1728928611325304
1677528000,100.321,100.347,100.309,100.344,1700,2923.25,53.506778414431764,53.0649945249457,NaN,NaN,0.9329605280591696
1677528900,100.344,100.344,100.301,100.33699999999999,1679,2717.9,52.68757321524117,53.071368557183966,NaN,NaN,0.7286494035145076
1677529800,100.33699999999999,100.34899999999999,100.306,100.329,1242,2465.35,51.713119394797566,52.9481210842145,NaN,NaN,0.7278157310347619
1677530700,100.329,100.37599999999999,100.326,100.363,1685,2238.2,55.48159954741388,52.95222765635487,NaN,NaN,0.5287433538955733
1677531600,100.363,100.39,100.327,100.332,1492,2130.95,51.53260411397412,52.63302715672423,NaN,NaN,0.5169033972896211
1677532500,100.332,100.36099999999999,100.324,100.339,1026,1999.55,52.35722762556058,52.48128119411304,NaN,NaN,0.5130177521915018
1677533400,100.339,100.357,100.316,100.35199999999999,553,1861.4,53.925064095702936,52.52499198738989,NaN,NaN,0.4790272977882246
1677534300,100.35199999999999,100.362,100.273,100.277,745,1785.7,44.77118939391898,52.02172039023238,NaN,NaN,0.5698448095621323
1677535200,100.277,100.312,100.213,100.312,124,1649.95,49.11246328716185,51.908789421064625,NaN,NaN,0.5877083845286624
1677536100,100.312,100.344,100.31099999999999,100.342,158,1530.85,52.55500931454181,51.82430860667007,NaN,NaN,0.5895381879179012
1677537000,100.342,100.369,100.27799999999999,100.279,180,1450.85,45.58136724467545,51.49543545176961,NaN,NaN,0.6420798208511534
1677537900,100.279,100.335,100.279,100.326,235,1380.05,50.82390499661505,51.14535260936532,NaN,NaN,0.6734852661705645
1677538800,100.326,100.338,100.295,100.301,424,1296.25,48.16587296403288,50.95751080638617,NaN,NaN,0.6794721321695385
1677539700,100.301,100.345,100.28699999999999,100.338,483,1240.95,52.154129106328355,51.02627876531403,NaN,NaN,0.6950455726125466
1677540600,100.338,100.353,100.316,100.347,510,1167.5,53.099431653822364,50.99718256812765,NaN,NaN,0.6937654123517151
1677541500,100.347,100.42399999999999,100.344,100.41199999999999,1002,1104.05,59.34654462305755,51.472823382971676,NaN,NaN,0.7327768572061677
1677542400,100.41199999999999,100.45599999999999,100.39099999999999,100.39699999999999,1831,1104.5,57.44495951571335,51.88224053446566,NaN,NaN,0.7201467228166412
1677543300,100.39699999999999,100.414,100.363,100.41199999999999,1006,1040.35,58.86441788719351,52.12387041587848,NaN,NaN,0.6834604568446837
1677544200,100.41199999999999,100.46199999999999,100.38199999999999,100.38499999999999,1640,1008.45,55.289457997215244,52.39221712182428,NaN,NaN,0.6619457523807755
1677545100,100.38499999999999,100.458,100.295,100.312,3092,1040.35,46.98158638655758,52.00824274760978,NaN,NaN,0.7338790399070032
