time,open,high,low,close,Volume,Volume MA,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,HV
1680215400,88.96000000000001,89.04,88.953,89.03,1296,1577.65,58.02646476698437,59.63618955941507,NaN,NaN,0.8741612914688583
1680216300,89.03,89.13600000000001,89.028,89.12100000000001,1549,1494.45,64.07513079388056,60.25340716688631,NaN,NaN,0.9158547017934052
1680217200,89.12100000000001,89.15700000000001,89.098,89.152,1463,1436.45,65.87902267369533,60.74682063479744,NaN,NaN,0.8670280405163776
1680218100,89.152,89.22,89.144,89.174,1527,1425.35,67.1400594482271,61.10371484338028,NaN,NaN,0.8484475287477206
1680219000,89.174,89.28,89.095,89.26700000000001,2599,1468.15,71.87247394732267,61.741338634983286,NaN,NaN,0.9100631100866858
1680219900,89.26700000000001,89.51100000000001,89.25,89.44300000000001,4905,1620,78.25496842971617,63.00934083041178,NaN,NaN,1.145770911871065
1680220800,89.44300000000001,89.661,89.41900000000001,89.54400000000001,5635,1788.3,80.92931990066919,64.17445638322862,NaN,NaN,1.1879600746269132
1680221700,89.54400000000001,89.593,89.504,89.524,3896,1922.9,78.86101710169643,65.39303471297002,NaN,NaN,1.214240414126128
1680222600,89.524,89.649,89.49900000000001,89.614,4317,2077.25,81.19061049495093,66.92442724048502,NaN,NaN,1.2416446889803983
1680223500,89.614,89.679,89.483,89.52900000000001,7990,2399.5,73.00739495268895,67.92673973161428,NaN,NaN,1.353863999007579
1680224400,89.52900000000001,89.55600000000001,89.44300000000001,89.458,5715,2599.35,66.9383892256566,68.15868839594667,NaN,NaN,1.4274671570059942
1680225300,89.458,89.515,89.43900000000001,89.476,5668,2832.5,67.67210352235006,68.68893763069038,NaN,NaN,1.410322786701632
1680226200,89.476,89.685,89.476,89.605,6614,3115.1,72.39949799022108,69.89535212148881,NaN,NaN,1.4821723621620024
1680227100,89.605,89.643,89.488,89.489,5784,3335.85,63.4187042412683,70.69036839209484,NaN,NaN,1.6098123204515729
1680228000,89.489,89.533,89.423,89.44800000000001,4910,3474.6,60.55933138459211,70.87128743620967,NaN,NaN,1.6260647747681225
1680228900,89.44800000000001,89.474,89.349,89.382,4392,3607,56.16902271106972,70.30656543029463,NaN,NaN,1.6726541322855997
1680229800,89.382,89.438,89.369,89.393,3319,3752.9,56.73202989698332,69.65320880338662,NaN,NaN,1.6574751198447772
1680230700,89.393,89.415,89.346,89.34700000000001,2923,3806.8,53.62969997854228,68.68818312698055,NaN,NaN,1.6692711356273058
1680231600,89.34700000000001,89.379,89.31,89.327,3368,3931.65,52.29081906674305,67.28949349265343,NaN,NaN,1.6532225422589024
1680232500,89.327,89.327,89.259,89.27300000000001,2742,4030.6,48.751854830887865,65.18212823559426,NaN,NaN,1.671086130991288
1680233400,89.27300000000001,89.301,89.248,89.269,2335,4082.55,48.49006401803411,62.865038529691766,NaN,NaN,1.651353742736385
1680234300,89.269,89.313,89.20100000000001,89.202,3798,4195,44.20790593339804,60.389816303384734,NaN,NaN,1.6423859494771909
1680235200,89.202,89.23700000000001,89.17200000000001,89.22500000000001,3273,4285.5,45.97178291006182,57.87418576160694,NaN,NaN,1.6397882926540042
1680236100,89.22500000000001,89.29400000000001,89.20400000000001,89.266,2914,4354.85,49.06326971234902,56.16389110158265,NaN,NaN,1.647034631306624
1680237000,89.266,89.26700000000001,89.143,89.159,2393,4344.55,42.26616164858704,54.40158913179197,NaN,NaN,1.6653208146209693
1680237900,89.159,89.19200000000001,89.05600000000001,89.087,2672,4232.9,38.410079354995,52.311444548409476,NaN,NaN,1.4326942934268656
1680238800,89.087,89.203,89.06400000000001,89.18100000000001,3305,4116.4,45.41219324061418,50.38377992343755,NaN,NaN,1.4204583840561644
1680239700,89.18100000000001,89.25500000000001,89.17500000000001,89.218,3598,4101.5,47.92195640101946,49.27686936341978,NaN,NaN,1.443464792929273
1680240600,89.218,89.319,89.209,89.283,3079,4039.6,52.089358415578594,48.67187129420453,NaN,NaN,1.4064677505289342
1680241500,89.283,89.32300000000001,89.25,89.28200000000001,2821,3781.15,52.020389140721896,48.37554032489397,NaN,NaN,1.3671625386869593
1680242400,89.28200000000001,89.296,89.13600000000001,89.143,4369,3713.85,43.41540636177629,47.424352929522044,NaN,NaN,1.4674505788667045
1680243300,89.143,89.20100000000001,89.06400000000001,89.07000000000001,3680,3614.45,39.70114716002214,46.429456299627745,NaN,NaN,1.4809855439219657
1680244200,89.07000000000001,89.27300000000001,89.06,89.248,4020,3484.75,50.762456557382876,46.320287548959165,NaN,NaN,1.6078652568125889
1680245100,89.248,89.34700000000001,89.232,89.299,5343,3462.7,53.400107156402704,46.65230557221022,NaN,NaN,1.562927940826398
